,Month,altitude,geoE,geoN
3,1.0,408.0,1.0275728024664188,1.0549262167624023
1,1.0,408.0,1.0275728024664188,1.0549262167624023
1361,7.0,2417.0,2.0994353723131374,0.82540868003666
735,5.0,396.0,2.2870047181019713,1.2812034230379383
542,1.0,288.0,-0.28528934461438293,1.3723201064584087
348,7.0,432.0,-0.9572704822174574,0.25826279879270014
1063,1.0,461.0,-0.13989712615295957,0.696165282351536
37,5.0,193.0,1.5023340448963483,-1.3369483597454652
538,1.0,288.0,-0.28528934461438293,1.3723201064584087
358,5.0,408.0,1.0275728024664188,1.0549262167624023
248,2.0,407.0,1.035162924336194,1.027031198104106
380,7.0,373.0,-2.1878564126495466,-1.2368503256206191
1337,3.0,1661.0,-0.02185400111093916,-1.6237528255718627
1406,5.0,2417.0,2.0994353723131374,0.82540868003666
316,7.0,447.0,1.1225285730507197,0.3764644182589153
564,11.0,372.0,-2.1735566934888544,-1.227305439185773
1114,5.0,261.0,-0.07417477158682217,1.3611022233237278
761,2.0,407.0,1.035162924336194,1.027031198104106
641,1.0,372.0,-2.1841229884351785,-1.2251745697049308
697,12.0,406.0,1.3929200607271595,0.754632114387864
394,4.0,261.0,-0.07417477158682217,1.3611022233237278
1328,11.0,1955.0,0.01403618072340862,-0.25869318145621906
353,8.0,438.0,-1.6147229642693368,-0.23333407358504057
231,5.0,396.0,2.2870047181019713,1.2812034230379383
177,8.0,1791.0,2.7441730794462726,-0.7262165118479175
460,5.0,429.0,-1.1234783017231402,0.12923072700650254
782,1.0,372.0,-2.1841229884351785,-1.2251745697049308
382,6.0,438.0,-1.6147229642693368,-0.23333407358504057
1219,7.0,572.0,0.27040971710439177,-0.2551358621576232
1058,10.0,193.0,1.490394131607002,-1.3168019573811403
1132,5.0,435.0,0.7260107446983222,0.41124513912389965
309,11.0,369.0,-2.3751616010647236,-1.2802249663752807
779,10.0,396.0,1.8647579615552727,1.6292219575867084
504,11.0,318.0,0.6137438608936252,1.4541032293429592
110,4.0,427.0,-0.5757391821972622,0.5920520561470866
692,1.0,434.0,0.7230345716217732,0.4133760086047417
1190,9.0,547.0,-0.4105351607114809,0.21177110102887298
150,12.0,429.0,-1.5024913014477947,-0.10726056438381379
1407,5.0,2417.0,2.0994353723131374,0.82540868003666
1363,7.0,2417.0,2.0994353723131374,0.82540868003666
157,4.0,383.0,0.8425569779562787,1.1419748766285378
1300,8.0,2070.0,0.2653202850385794,-0.5002739049123482
758,2.0,465.0,0.6794309944766086,0.6750679134420416
293,12.0,369.0,-2.3751616010647236,-1.2802249663752807
408,2.0,372.0,-2.180600890119737,-1.2332577853388689
153,12.0,396.0,2.2870047181019713,1.2812034230379383
1370,5.0,2070.0,0.2653202850385794,-0.5002739049123482
1313,5.0,2070.0,0.2653202850385794,-0.5002739049123482
1222,5.0,396.0,2.2870047181019713,1.2812034230379383
482,8.0,372.0,-2.2002189777367462,-1.2364628948059206
1068,3.0,193.0,1.490394131607002,-1.3168019573811403
