"ML Catalog Number",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID","Home Archive Catalog Number",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)",Comments,"Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL",isInternalUser,report_as
200542501,Photo,"Cygnus olor","Cygne tuberculé",,"Berty & Ernst Haueter",4/3/2014,2014,4,3,1500,Switzerland,CH-ZH,Zürich,,Rällikerried,47.3245,8.7025,,,,Unspecified,,,,,,,,S63594249,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,0.0,0,committed,,"https://ebird.org/profile/MTQ4NjM5MQ",3240,4320,"https://macaulaylibrary.org/asset/200542501","https://ebird.org/view/checklist/S63594249","https://ebird.org/species/mutswa",false,mutswa
200195441,Photo,"Cygnus olor","Cygne tuberculé",,"Stephen Chang",1/13/2020,2020,1,13,1000,Switzerland,CH-ZH,Zürich,,"Zürich Stadt (City of Zurich)",47.3769,8.5414,,Inconnu,,Unspecified,,,,,,,,S63467759,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,2.0,1,committed,,,1930,2568,"https://macaulaylibrary.org/asset/200195441","https://ebird.org/view/checklist/S63467759","https://ebird.org/species/mutswa",false,mutswa
200108021,Photo,"Cygnus olor","Cygne tuberculé",,"Stephen Chang",1/12/2020,2020,1,12,1100,Switzerland,CH-ZH,Zürich,,"Zürich Stadt (City of Zurich)",47.3769,8.5414,,Inconnu,,Unspecified,,,,,,,,S63467665,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,4.0,1,committed,,,3672,4896,"https://macaulaylibrary.org/asset/200108021","https://ebird.org/view/checklist/S63467665","https://ebird.org/species/mutswa",false,mutswa
200107931,Photo,"Cygnus olor","Cygne tuberculé",,"Stephen Chang",1/12/2020,2020,1,12,1100,Switzerland,CH-ZH,Zürich,,"Zürich Stadt (City of Zurich)",47.3769,8.5414,,Inconnu,,Unspecified,,,,,,,,S63467665,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,2.0,1,committed,,,3672,4896,"https://macaulaylibrary.org/asset/200107931","https://ebird.org/view/checklist/S63467665","https://ebird.org/species/mutswa",false,mutswa
199554081,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/15/2020,2020,1,15,1221,Switzerland,CH-BL,Basel-Landschaft,,"Ergolzmündung Augst-Kaiseraugst",47.5382,7.7138,,Inconnu,,Unspecified,,,,,,,,S63427442,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,5.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",2884,4326,"https://macaulaylibrary.org/asset/199554081","https://ebird.org/view/checklist/S63427442","https://ebird.org/species/mutswa",false,mutswa
199554001,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/15/2020,2020,1,15,1221,Switzerland,CH-BL,Basel-Landschaft,,"Ergolzmündung Augst-Kaiseraugst",47.5382,7.7138,,,,Unspecified,,,,,,,,S63427442,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,5.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",2585,3877,"https://macaulaylibrary.org/asset/199554001","https://ebird.org/view/checklist/S63427442","https://ebird.org/species/mutswa",false,mutswa
199553901,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/15/2020,2020,1,15,1221,Switzerland,CH-BL,Basel-Landschaft,,"Ergolzmündung Augst-Kaiseraugst",47.5382,7.7138,,Inconnu,,Unspecified,,,,,,,,S63427442,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,5.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",3712,5568,"https://macaulaylibrary.org/asset/199553901","https://ebird.org/view/checklist/S63427442","https://ebird.org/species/mutswa",false,mutswa
199553891,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/15/2020,2020,1,15,1221,Switzerland,CH-BL,Basel-Landschaft,,"Ergolzmündung Augst-Kaiseraugst",47.5382,7.7138,,,,Unspecified,,,,,,,,S63427442,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,5.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",3253,4880,"https://macaulaylibrary.org/asset/199553891","https://ebird.org/view/checklist/S63427442","https://ebird.org/species/mutswa",false,mutswa
199553881,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/15/2020,2020,1,15,1221,Switzerland,CH-BL,Basel-Landschaft,,"Ergolzmündung Augst-Kaiseraugst",47.5382,7.7138,,,,Unspecified,,,,,,,,S63427442,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,5.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",3712,5568,"https://macaulaylibrary.org/asset/199553881","https://ebird.org/view/checklist/S63427442","https://ebird.org/species/mutswa",false,mutswa
199553871,Photo,"Cygnus olor","Cygne tuberculé",,"Maryse Neukomm",1/15/2020,2020,1,15,1221,Switzerland,CH-BL,Basel-Landschaft,,"Ergolzmündung Augst-Kaiseraugst",47.5382,7.7138,,,,Unspecified,,,,,,,,S63427442,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,5.0,1,committed,,"https://ebird.org/profile/MTA1ODgwNQ",3712,5568,"https://macaulaylibrary.org/asset/199553871","https://ebird.org/view/checklist/S63427442","https://ebird.org/species/mutswa",false,mutswa
199331001,Photo,"Cygnus olor","Cygne tuberculé",,"Leonardo Rassu",10/10/2015,2015,10,10,845,Switzerland,CH-TI,Ticino,,"Bolle di Magadino--Nord--Bolla Rossa",46.1618,8.8571,,,,Unspecified,,,,,,,,S61329944,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,0.0,0,committed,,,3840,5760,"https://macaulaylibrary.org/asset/199331001","https://ebird.org/view/checklist/S61329944","https://ebird.org/species/mutswa",false,mutswa
199322591,Photo,"Cygnus olor","Cygne tuberculé",,"Leonardo Rassu",10/16/2015,2015,10,16,935,Switzerland,CH-TI,Ticino,,"Bolle di Magadino--Nord--Bolla Rossa",46.1618,8.8571,,Inconnu,"En vol",Unspecified,,,,,,,,S61514085,,,,,,,,,"Cygnus olor",mutswa,Species,330.0,,,0.0,0,committed,,,2067,3101,"https://macaulaylibrary.org/asset/199322591","https://ebird.org/view/checklist/S61514085","https://ebird.org/species/mutswa",false,mutswa
